The url is https://en.wikipedia.org/wiki/List_of_lost_episodes
The table is 3
The values are
1,23.47
2,23.17
3,22.38
4,21.66
5,21.38
6,20.01
7,21.87
8,19.29
9,21.54
10,20.56
11,19.13
12,19.05
13,18.74
14,18.20
15,16.43
16,15.30
17,16.21
18,16.38
19,15.68
20,15.56
21,16.35
22,14.67
23,17.84
The url is https://en.wikipedia.org/wiki/List_of_lost_episodes
The table is 3
The values are
1,23.47
2,23.17
3,22.38
4,21.66
5,21.38
6,20.01
7,21.87
8,19.29
9,21.54
10,20.56
11,19.13
12,19.05
13,18.74
14,18.20
15,16.43
16,15.30
17,16.21
18,16.38
19,15.68
20,15.56
21,16.35
22,14.67
23,17.84
