The url is https://en.wikipedia.org/wiki/List_of_mad_men_episodes
The table is 2
The values are
1,1.65
2,1.04
3,1.07
4,0.85
5,N/A
6,2.07
7,N/A
8,N/A
9,0.84
10,N/A
11,N/A
12,N/A
13,0.93
The url is https://en.wikipedia.org/wiki/List_of_mad_men_episodes
The table is 2
The values are
1,1.65
2,1.04
3,1.07
4,0.85
5,N/A
6,2.07
7,N/A
8,N/A
9,0.84
10,N/A
11,N/A
12,N/A
13,0.93
